BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
3,3 + 0,Row / Townhouse,51.025587,-113.830739,Condominium/Strata,"$244,900",Single Family,1117 sqft,2
1,2 + 0,Apartment,51.03691,-114.073784,Condominium/Strata,"$244,900",Single Family,798 sqft,1
1,1 + 0,Apartment,51.048072,-114.086788,Bare Land Condo,"$244,900",Single Family,605 sqft,1
2,3 + 0,Row / Townhouse,51.049258,-113.970783,Freehold,"$244,900",Single Family,1079 sqft,2
2,3 + 1,Duplex,51.073799,-113.952289,Freehold,"$244,900",Single Family,1323 sqft,2
1,2 + 1,House,51.100429,-113.941246,Freehold,"$244,900",Single Family,775 sqft,1
3,2 + 0,Row / Townhouse,51.109491,-114.210442,Condominium/Strata,"$244,900",Single Family,1390 sqft,2
2,2 + 0,Apartment,51.138943,-114.24131,Condominium/Strata,"$244,900",Single Family,903 sqft,1
2,2 + 0,Apartment,51.165462,-114.141688,Condominium/Strata,"$244,900",Single Family,693 sqft,1
2,2 + 0,Apartment,51.170268,-114.13395,Condominium/Strata,"$244,900",Single Family,789 sqft,1
1,2 + 0,Row / Townhouse,51.178279,-114.139694,Condominium/Strata,"$244,900",Single Family,877 sqft,1
2,2 + 0,Apartment,51.131915,-114.236103,Condominium/Strata,"$244,990",Single Family,1054 sqft,1
1,2 + 0,Duplex,51.08217,-114.047971,Freehold,"$244,999",Single Family,877 sqft,1
2,2 + 0,Row / Townhouse,50.914926,-113.96284,Condominium/Strata,"$245,000",Single Family,1070 sqft,1
2,2 + 0,Apartment,50.922056,-113.934859,Condominium/Strata,"$245,000",Single Family,906 sqft,1
2,3 + 0,Duplex,50.984179,-113.997623,Freehold,"$245,000",Single Family,1183 sqft,2
2,3 + 0,Row / Townhouse,51.020151,-114.157516,Condominium/Strata,"$245,000",Single Family,1252 sqft,2
1,1 + 0,Apartment,51.031131,-114.069763,Condominium/Strata,"$245,000",Single Family,643 sqft,1
1,2 + 0,Apartment,51.036867,-114.093518,Condominium/Strata,"$245,000",Single Family,719 sqft,1
1,1 + 0,Apartment,51.040738,-114.019665,Condominium/Strata,"$245,000",Single Family,694 sqft,1
2,3 + 0,Apartment,51.04153,-113.407109,Condominium/Strata,"$245,000",Single Family,1182 sqft,1
1,0 + 0,Apartment,51.043459,-114.041252,Condominium/Strata,"$245,000",Single Family,533 sqft,1
1,1 + 0,Apartment,51.044946,-114.051249,Condominium/Strata,"$245,000",Single Family,637 sqft,1
1,1 + 0,Apartment,51.052615,-114.040625,Condominium/Strata,"$245,000",Single Family,497 sqft,1
1,1 + 0,Apartment,51.057276,-114.049684,Condominium/Strata,"$245,000",Single Family,761 sqft,1
2,2 + 1,Duplex,51.062792,-113.402718,Freehold,"$245,000",Single Family,899 sqft,1.5000
2,2 + 1,House,51.105206,-113.957766,Freehold,"$245,000",Single Family,808 sqft,1.5000
2,3 + 1,Row / Townhouse,51.122551,-113.943587,Bare Land Condo,"$245,000",Single Family,1077 sqft,2
2,3 + 0,Row / Townhouse,51.127894,-114.074828,Condominium/Strata,"$245,000",Single Family,1033 sqft,2
2,1 + 0,Apartment,50.922381,-114.078969,Condominium/Strata,"$245,900",Single Family,777 sqft,1
1,2 + 0,Row / Townhouse,51.184336,-114.063489,Condominium/Strata,"$246,000",Single Family,873 sqft,2
1,2 + 0,Row / Townhouse,50.884091,-113.955101,Condominium/Strata,"$246,900",Single Family,649 sqft,1
1,1 + 0,Apartment,51.012978,-114.21389,Condominium/Strata,"$246,900",Single Family,829 sqft,1
2,2 + 0,Row / Townhouse,50.88054,-114.071984,Bare Land Condo,"$247,000",Single Family,1167 sqft,3
3,1 + 1,Duplex,51.043682,-113.397124,Freehold,"$247,700",Single Family,1052 sqft,1
1,2 + 0,Apartment,51.039098,-114.073951,Condominium/Strata,"$248,000",Single Family,849 sqft,1
1,1 + 0,Apartment,51.052563,-114.041053,Condominium/Strata,"$248,000",Single Family,490 sqft,1
1,1 + 0,Apartment,51.041761,-114.055388,Condominium/Strata,"$248,535",Single Family,502 sqft,1
1,1 + 0,Apartment,51.033536,-114.095013,Condominium/Strata,"$248,700",Single Family,571 sqft,1
2,3 + 0,Row / Townhouse,50.964099,-114.067325,Condominium/Strata,"$248,800",Single Family,1107 sqft,2
1,2 + 0,Apartment,51.09198,-114.152941,Condominium/Strata,"$249,000",Single Family,871 sqft,1
1,1 + 0,Apartment,51.093629,-114.143999,Condominium/Strata,"$249,000",Single Family,594 sqft,1
2,0 + 3,House,51.095132,-113.968406,Freehold,"$249,000",Single Family,690 sqft,1
2,2 + 0,Apartment,51.015534,-114.174517,Condominium/Strata,"$249,500",Single Family,803 sqft,1
1,1 + 0,Apartment,51.03528,-114.101299,Condominium/Strata,"$249,500",Single Family,729 sqft,1
2,2 + 0,Apartment,51.057496,-114.168767,Condominium/Strata,"$249,500",Single Family,1051 sqft,2
3,2 + 0,Row / Townhouse,51.167073,-113.956832,Bare Land Condo,"$249,673",Single Family,992 sqft,2
2,3 + 0,Row / Townhouse,51.122434,-113.943064,Bare Land Condo,"$249,777",Single Family,1029 sqft,2
1,1 + 0,Duplex,50.899317,-114.073398,Bare Land Condo,"$249,800",Single Family,1220 sqft,1.5000
1,2 + 0,Row / Townhouse,50.865256,-113.977007,Condominium/Strata,"$249,900",Single Family,692 sqft,1
2,2 + 0,Apartment,50.869264,-113.969417,Condominium/Strata,"$249,900",Single Family,843 sqft,1
2,2 + 0,Apartment,50.869485,-113.96934,Condominium/Strata,"$249,900",Single Family,819 sqft,1
2,2 + 0,Row / Townhouse,50.89586,-114.099805,Bare Land Condo,"$249,900",Single Family,1101 sqft,2
1,2 + 0,Row / Townhouse,50.895823,-113.947314,Condominium/Strata,"$249,900",Single Family,687 sqft,1
1,2 + 0,Row / Townhouse,50.8959,-113.946629,Condominium/Strata,"$249,900",Single Family,686 sqft,1
2,2 + 0,Apartment,50.922082,-113.933611,Condominium/Strata,"$249,900",Single Family,888 sqft,1
3,2 + 0,Row / Townhouse,50.925097,-113.934355,Condominium/Strata,"$249,900",Single Family,1108 sqft,2
1,1 + 0,Apartment,51.013499,-114.214084,Condominium/Strata,"$249,900",Single Family,740 sqft,1
2,3 + 0,Row / Townhouse,51.019687,-114.158153,Condominium/Strata,"$249,900",Single Family,1257 sqft,2
1,1 + 0,Apartment,51.022555,-114.098635,Condominium/Strata,"$249,900",Single Family,618 sqft,1
3,2 + 0,Row / Townhouse,51.025902,-113.831063,Bare Land Condo,"$249,900",Single Family,1117 sqft,2
2,2 + 0,Apartment,51.029294,-114.160673,Condominium/Strata,"$249,900",Single Family,1044 sqft,1
2,2 + 0,Apartment,51.036393,-114.178344,Condominium/Strata,"$249,900",Single Family,1001 sqft,1
1,1 + 0,Apartment,51.036746,-114.086522,Condominium/Strata,"$249,900",Single Family,532 sqft,1
1,3 + 0,House,51.039269,-113.952853,Freehold,"$249,900",Single Family,1045 sqft,2
1,1 + 0,Apartment,51.039934,-114.081365,Condominium/Strata,"$249,900",Single Family,765 sqft,1
1,2 + 0,Apartment,51.0414,-114.092467,Condominium/Strata,"$249,900",Single Family,829 sqft,1
1,1 + 0,Apartment,51.042202,-114.087736,Condominium/Strata,"$249,900",Single Family,606 sqft,1
3,3 + 0,Row / Townhouse,51.046861,-113.83054,Condominium/Strata,"$249,900",Single Family,1227 sqft,2
1,1 + 0,Apartment,51.057677,-114.134282,Condominium/Strata,"$249,900",Single Family,639 sqft,1
2,2 + 1,Duplex,51.062748,-113.403457,Freehold,"$249,900",Single Family,897 sqft,1.5000
2,2 + 0,Apartment,51.067699,-114.060228,Condominium/Strata,"$249,900",Single Family,906 sqft,1
2,2 + 2,Duplex,51.078967,-113.944583,Freehold,"$249,900",Single Family,868 sqft,1.5000
2,3 + 0,Row / Townhouse,51.080571,-114.175716,Condominium/Strata,"$249,900",Single Family,1111 sqft,2
2,2 + 1,Duplex,51.090046,-113.93806,Freehold,"$249,900",Single Family,831 sqft,1.5000
2,1 + 2,House,51.095185,-113.969668,Freehold,"$249,900",Single Family,804 sqft,1.5000
2,3 + 0,Row / Townhouse,51.103215,-114.186314,Condominium/Strata,"$249,900",Single Family,1101 sqft,2
1,1 + 2,House,51.105792,-113.963787,Freehold,"$249,900",Single Family,547 sqft,1.5000
2,3 + 0,Row / Townhouse,51.11681,-114.077957,Condominium/Strata,"$249,900",Single Family,1061 sqft,2
2,2 + 0,Apartment,51.128849,-114.177861,Condominium/Strata,"$249,900",Single Family,929 sqft,1
2,2 + 0,Apartment,51.131104,-114.235194,Condominium/Strata,"$249,900",Single Family,837 sqft,1
1,2 + 0,Row / Townhouse,51.156178,-114.471483,Condominium/Strata,"$249,900",Single Family,892 sqft,1
2,2 + 0,Apartment,51.160023,-114.057961,Condominium/Strata,"$249,900",Single Family,878 sqft,1
2,2 + 0,Apartment,51.161474,-114.059658,Condominium/Strata,"$249,900",Single Family,1034 sqft,1
3,2 + 0,Row / Townhouse,51.166284,-113.964429,Bare Land Condo,"$249,900",Single Family,1140 sqft,3
1,2 + 0,Apartment,51.179951,-114.159248,Condominium/Strata,"$249,900",Single Family,606 sqft,1
1,1 + 0,Apartment,51.03875,-114.060697,Condominium/Strata,"$249,999",Single Family,644 sqft,1
1,2 + 0,Apartment,51.051984,-114.091528,Condominium/Strata,"$249,999",Single Family,733 sqft,1
2,3 + 1,Row / Townhouse,51.101146,-114.153473,Condominium/Strata,"$249,999",Single Family,916 sqft,2
3,2 + 0,Row / Townhouse,51.166027,-113.965095,Bare Land Condo,"$249,999",Single Family,1146 sqft,3
3,2 + 0,Row / Townhouse,50.886152,-114.024346,Bare Land Condo,"$250,000",Single Family,1164 sqft,2
3,3 + 0,Row / Townhouse,50.908816,-114.11413,Bare Land Condo,"$250,000",Single Family,1159 sqft,2
2,2 + 0,Row / Townhouse,50.914799,-113.953122,Condominium/Strata,"$250,000",Single Family,912 sqft,2
2,3 + 0,Row / Townhouse,50.951584,-114.087736,Condominium/Strata,"$250,000",Single Family,1171 sqft,2
1,1 + 0,Apartment,50.976623,-114.068817,Condominium/Strata,"$250,000",Single Family,874 sqft,1
1,2 + 0,Apartment,51.040467,-114.090907,Condominium/Strata,"$250,000",Single Family,863 sqft,1
1,1 + 0,Apartment,51.049989,-114.041385,Condominium/Strata,"$250,000",Single Family,598 sqft,1
1,1 + 0,Apartment,51.062612,-114.148732,Condominium/Strata,"$250,000",Single Family,773 sqft,1
2,2 + 0,Duplex,51.062813,-113.380271,Freehold,"$250,000",Single Family,823 sqft,1
3,3 + 0,Duplex,51.129726,-114.0924,Condominium/Strata,"$250,000",Single Family,1164 sqft,2
2,2 + 0,Apartment,51.16021,-114.056921,Condominium/Strata,"$250,000",Single Family,927 sqft,1
3,2 + 0,Row / Townhouse,51.163591,-113.960007,Bare Land Condo,"$250,000",Single Family,1131 sqft,3
3,2 + 0,Row / Townhouse,51.163781,-113.959689,Bare Land Condo,"$250,000",Single Family,1239 sqft,3
2,2 + 0,Apartment,51.171911,-114.140054,Condominium/Strata,"$250,000",Single Family,822 sqft,1
2,3 + 0,Row / Townhouse,51.079907,-114.177527,Condominium/Strata,"$251,888",Single Family,1067 sqft,2
5,2 + 0,Row / Townhouse,51.162894,-113.958704,Bare Land Condo,"$251,900",Single Family,1146 sqft,3
3,2 + 0,Row / Townhouse,51.166611,-113.964505,Bare Land Condo,"$253,000",Single Family,1126 sqft,3
3,2 + 0,Row / Townhouse,51.167487,-113.962707,Condominium/Strata,"$253,100",Single Family,1018 sqft,2
2,2 + 0,Apartment,51.172959,-114.116526,Condominium/Strata,"$253,800",Single Family,812 sqft,1
2,2 + 0,Apartment,50.869517,-113.970166,Condominium/Strata,"$254,900",Single Family,842 sqft,1
2,2 + 0,Row / Townhouse,50.912414,-113.954304,Condominium/Strata,"$254,900",Single Family,1107 sqft,2
2,2 + 0,Apartment,50.913948,-113.965675,Condominium/Strata,"$254,900",Single Family,1108 sqft,1
1,1 + 0,Apartment,50.923484,-114.077728,Condominium/Strata,"$254,900",Single Family,547 sqft,1
4,2 + 0,Row / Townhouse,51.011944,-114.162609,Condominium/Strata,"$254,900",Single Family,1160 sqft,2.5000
2,2 + 2,Duplex,51.058707,-113.933081,Freehold,"$254,900",Single Family,843 sqft,1.5000
2,2 + 1,House,51.092218,-113.977429,Freehold,"$254,900",Single Family,864 sqft,1.5000
2,3 + 0,Row / Townhouse,51.102778,-114.187663,Condominium/Strata,"$254,900",Single Family,1068 sqft,2
3,3 + 0,Row / Townhouse,51.116346,-113.96827,Bare Land Condo,"$254,900",Single Family,1140 sqft,2
1,1 + 0,Apartment,51.133158,-114.23866,Condominium/Strata,"$254,900",Single Family,718 sqft,1
2,2 + 0,Row / Townhouse,51.153515,-113.961582,Bare Land Condo,"$254,900",Single Family,1046 sqft,3
1,2 + 0,Row / Townhouse,51.181462,-114.099761,Bare Land Condo,"$254,900",Single Family,852 sqft,2
2,3 + 0,Row / Townhouse,50.931677,-113.981789,Bare Land Condo,"$255,000",Single Family,1235 sqft,2
2,2 + 2,Duplex,51.01887,-113.998277,Freehold,"$255,000",Single Family,967 sqft,1.5000
1,2 + 0,Apartment,51.036724,-114.122331,Condominium/Strata,"$255,000",Single Family,878 sqft,1
3,3 + 0,Duplex,51.047843,-113.388359,Freehold,"$255,000",Single Family,1296 sqft,2
3,3 + 0,Row / Townhouse,51.118719,-113.925641,Condominium/Strata,"$255,000",Single Family,1291 sqft,2
2,2 + 0,Apartment,51.128719,-114.177309,Condominium/Strata,"$255,000",Single Family,949 sqft,1
2,2 + 0,Row / Townhouse,51.133241,-114.212853,Bare Land Condo,"$255,000",Single Family,1231 sqft,2
2,2 + 0,Apartment,51.150323,-114.216921,Condominium/Strata,"$255,000",Single Family,854 sqft,1
2,2 + 0,Row / Townhouse,51.163846,-114.092216,Condominium/Strata,"$255,000",Single Family,1134 sqft,1
2,2 + 0,Apartment,51.1672,-114.087366,Condominium/Strata,"$255,000",Single Family,838 sqft,1
3,2 + 0,Row / Townhouse,51.167006,-113.956462,Bare Land Condo,"$255,900",Single Family,1149 sqft,2
2,3 + 0,Duplex,51.098273,-113.949241,Freehold,"$256,000",Single Family,1103 sqft,2
1,2 + 0,Apartment,51.012374,-114.21341,Condominium/Strata,"$257,200",Single Family,932 sqft,1
1,1 + 0,Apartment,51.05735,-114.053351,Condominium/Strata,"$257,500",Single Family,597 sqft,1
2,2 + 0,Apartment,50.893316,-113.945458,Condominium/Strata,"$257,896",Single Family,843 sqft,1
2,2 + 0,Row / Townhouse,50.864236,-114.012918,Bare Land Condo,"$257,900",Single Family,844 sqft,3
3,2 + 0,Row / Townhouse,50.925236,-113.931715,Condominium/Strata,"$257,900",Single Family,1159 sqft,2
2,2 + 0,Apartment,51.037988,-114.095962,Condominium/Strata,"$257,988",Single Family,706 sqft,1
2,2 + 0,Duplex,51.041841,-113.954988,Freehold,"$258,000",Single Family,840 sqft,1.5000
2,2 + 0,Row / Townhouse,51.173244,-114.048622,Bare Land Condo,"$258,000",Single Family,1175 sqft,3
3,2 + 0,Row / Townhouse,51.183181,-114.512633,Condominium/Strata,"$258,000",Single Family,1178 sqft,3
2,2 + 0,Row / Townhouse,51.164859,-114.092377,Condominium/Strata,"$258,800",Single Family,1145 sqft,1
1,1 + 0,Apartment,51.013823,-114.162525,Condominium/Strata,"$258,888",Single Family,897 sqft,1
2,2 + 0,Row / Townhouse,51.156047,-114.106856,Condominium/Strata,"$258,888",Single Family,927 sqft,1
2,2 + 0,Apartment,51.166628,-114.151445,Condominium/Strata,"$258,900",Single Family,922 sqft,1
3,2 + 0,Row / Townhouse,50.914558,-113.945513,Condominium/Strata,"$259,000",Single Family,922 sqft,2
2,4 + 0,Row / Townhouse,51.01709,-114.156526,Condominium/Strata,"$259,000",Single Family,1296 sqft,2
1,1 + 0,Apartment,51.033899,-114.068409,Condominium/Strata,"$259,000",Single Family,685 sqft,1
1,2 + 0,Apartment,51.041771,-114.078307,Condominium/Strata,"$259,000",Single Family,819 sqft,1
1,2 + 0,Apartment,51.058692,-114.078788,Condominium/Strata,"$259,000",Single Family,795 sqft,1
1,2 + 0,Apartment,51.066304,-114.128116,Condominium/Strata,"$259,000",Single Family,975 sqft,1
2,3 + 2,Duplex,51.074765,-113.9442,Freehold,"$259,000",Single Family,954 sqft,1.5000
2,3 + 0,Row / Townhouse,51.115124,-114.177931,Condominium/Strata,"$259,000",Single Family,998 sqft,2
1,2 + 0,Apartment,51.128795,-114.177513,Condominium/Strata,"$259,000",Single Family,928 sqft,1
3,2 + 0,Row / Townhouse,51.142662,-114.249851,Condominium/Strata,"$259,000",Single Family,913 sqft,2
2,2 + 0,Apartment,51.163815,-113.956157,Condominium/Strata,"$259,000",Single Family,937 sqft,1
1,2 + 0,Row / Townhouse,51.178364,-114.139491,Condominium/Strata,"$259,000",Single Family,757 sqft,1
2,2 + 0,Row / Townhouse,51.080848,-113.952862,Freehold,"$259,800",Single Family,840 sqft,2
2,2 + 0,Apartment,50.86925,-113.969095,Condominium/Strata,"$259,900",Single Family,837 sqft,1
2,2 + 0,Apartment,50.869927,-113.97064,Condominium/Strata,"$259,900",Single Family,837 sqft,1
2,2 + 0,Apartment,50.877142,-113.949124,Condominium/Strata,"$259,900",Single Family,824 sqft,1
2,2 + 0,Apartment,50.894921,-113.985891,Condominium/Strata,"$259,900",Single Family,1105 sqft,1
2,1 + 0,Row / Townhouse,50.913356,-113.957699,Condominium/Strata,"$259,900",Single Family,926 sqft,2
2,2 + 0,Apartment,50.919374,-114.024288,Condominium/Strata,"$259,900",Single Family,960 sqft,1
2,2 + 0,Apartment,50.922386,-113.934442,Condominium/Strata,"$259,900",Single Family,898 sqft,1
2,2 + 0,Apartment,50.932929,-114.016947,Condominium/Strata,"$259,900",Single Family,1008 sqft,1
2,1 + 0,Row / Townhouse,50.937174,-114.076534,Condominium/Strata,"$259,900",Single Family,852 sqft,2
3,3 + 0,Row / Townhouse,50.979086,-113.680702,Bare Land Condo,"$259,900",Single Family,1394 sqft,2
2,3 + 0,House,51.018159,-113.976357,Freehold,"$259,900",Single Family,1100 sqft,2
2,3 + 0,Row / Townhouse,51.021991,-114.160583,Condominium/Strata,"$259,900",Single Family,1025 sqft,2
4,2 + 0,Row / Townhouse,51.025571,-113.831264,Condominium/Strata,"$259,900",Single Family,1102 sqft,2
1,2 + 0,Apartment,51.039575,-114.094241,Condominium/Strata,"$259,900",Single Family,858 sqft,1
1,1 + 0,Apartment,51.041933,-114.078635,Condominium/Strata,"$259,900",Single Family,746 sqft,1
1,3 + 0,Duplex,51.047193,-113.970515,Freehold,"$259,900",Single Family,1079 sqft,2
2,3 + 2,Duplex,51.050803,-113.972413,Freehold,"$259,900",Single Family,949 sqft,1.5000
2,0 + 2,Row / Townhouse,51.051198,-114.134678,Condominium/Strata,"$259,900",Single Family,1076 sqft,1.5000
1,1 + 0,Apartment,51.051786,-114.050875,Condominium/Strata,"$259,900",Single Family,720 sqft,1
2,2 + 1,Duplex,51.054722,-113.944392,Freehold,"$259,900",Single Family,742 sqft,1.5000
1,2 + 0,Apartment,51.056452,-114.095035,Condominium/Strata,"$259,900",Single Family,849 sqft,1
2,3 + 0,House,51.057035,-113.932853,Freehold,"$259,900",Single Family,1194 sqft,2
1,1 + 0,Apartment,51.057449,-114.054046,Condominium/Strata,"$259,900",Single Family,590 sqft,1
1,1 + 0,Apartment,51.057994,-114.053693,Condominium/Strata,"$259,900",Single Family,490 sqft,1
3,3 + 0,Duplex,51.064471,-113.38496,Bare Land Condo,"$259,900",Single Family,1007 sqft,1.5000
2,2 + 1,Duplex,51.093683,-113.968278,Freehold,"$259,900",Single Family,783 sqft,1.5000
2,2 + 2,Duplex,51.09944,-113.93553,Freehold,"$259,900",Single Family,779 sqft,1.5000
2,3 + 0,Row / Townhouse,51.101608,-114.152365,Condominium/Strata,"$259,900",Single Family,923 sqft,2
2,2 + 0,House,51.11425,-113.960088,Freehold,"$259,900",Single Family,808 sqft,2
3,2 + 0,Row / Townhouse,51.128803,-113.926449,Condominium/Strata,"$259,900",Single Family,1291 sqft,2
3,2 + 0,Row / Townhouse,51.12895,-113.926309,Condominium/Strata,"$259,900",Single Family,1298 sqft,2
2,2 + 0,Apartment,51.156529,-114.054097,Condominium/Strata,"$259,900",Single Family,1008 sqft,1
2,2 + 0,Row / Townhouse,51.15754,-114.471792,Condominium/Strata,"$259,900",Single Family,1076 sqft,2
2,2 + 0,Apartment,51.166491,-114.088317,Condominium/Strata,"$259,900",Single Family,844 sqft,1
2,2 + 0,Row / Townhouse,51.173232,-114.049031,Bare Land Condo,"$259,900",Single Family,1189 sqft,3
1,2 + 0,Apartment,50.893252,-113.945639,Condominium/Strata,"$259,960",Single Family,837 sqft,1
2,2 + 0,Apartment,50.870746,-113.970102,Condominium/Strata,"$260,000",Single Family,977 sqft,1
2,2 + 0,Apartment,50.916355,-114.06686,Condominium/Strata,"$260,000",Single Family,865 sqft,1
1,3 + 0,Row / Townhouse,51.029186,-113.983875,Freehold,"$260,000",Single Family,1002 sqft,2
2,3 + 0,Row / Townhouse,51.038198,-114.161291,Condominium/Strata,"$260,000",Single Family,1078 sqft,2
4,3 + 0,Row / Townhouse,51.047111,-113.8305,Condominium/Strata,"$260,000",Single Family,1197 sqft,2
2,2 + 0,Apartment,51.150272,-114.21443,Condominium/Strata,"$260,000",Single Family,920 sqft,1
2,2 + 0,Apartment,50.898658,-113.938357,Condominium/Strata,"$261,500",Single Family,839 sqft,1
3,2 + 0,Row / Townhouse,50.919896,-113.930119,Bare Land Condo,"$261,500",Single Family,1261 sqft,2
1,2 + 0,Row / Townhouse,51.082037,-114.062102,Condominium/Strata,"$262,000",Single Family,935 sqft,1
2,2 + 0,Row / Townhouse,51.120845,-113.944513,Bare Land Condo,"$262,000",Single Family,1220 sqft,2
2,2 + 0,Row / Townhouse,50.904334,-113.970611,Condominium/Strata,"$262,500",Single Family,1025 sqft,2
2,3 + 0,Row / Townhouse,51.114447,-114.179231,Condominium/Strata,"$262,500",Single Family,985 sqft,2
2,3 + 0,Row / Townhouse,51.116519,-114.183378,Condominium/Strata,"$262,500",Single Family,1377 sqft,2.5000
2,2 + 0,Apartment,51.05652,-114.167501,Condominium/Strata,"$263,000",Single Family,1058 sqft,2
2,2 + 0,Row / Townhouse,51.172009,-114.049705,Bare Land Condo,"$263,000",Single Family,1134 sqft,2
1,2 + 0,Apartment,51.045501,-114.053511,Condominium/Strata,"$263,900",Single Family,487 sqft,1
3,2 + 0,Row / Townhouse,51.142027,-114.181801,Bare Land Condo,"$263,999",Single Family,1598 sqft,2
1,1 + 0,Apartment,51.040005,-114.032281,Condominium/Strata,"$264,495",Single Family,553 sqft,1
2,2 + 0,Apartment,50.903113,-113.924441,Condominium/Strata,"$264,800",Single Family,,1
2,3 + 0,Row / Townhouse,51.08773,-114.185351,Condominium/Strata,"$264,800",Single Family,1131 sqft,2
2,2 + 0,Apartment,50.884254,-113.952139,Condominium/Strata,"$264,900",Single Family,944 sqft,1
2,2 + 0,Apartment,50.884203,-113.951867,Condominium/Strata,"$264,900",Single Family,919 sqft,1
3,2 + 0,Row / Townhouse,50.92657,-113.956326,Bare Land Condo,"$264,900",Single Family,1122 sqft,2
1,1 + 0,Apartment,51.014442,-114.162443,Condominium/Strata,"$264,900",Single Family,836 sqft,1
2,2 + 0,Apartment,51.034182,-114.129689,Condominium/Strata,"$264,900",Single Family,970 sqft,1
2,1 + 0,Apartment,51.035024,-114.077117,Condominium/Strata,"$264,900",Single Family,893 sqft,1
1,1 + 0,Apartment,51.040512,-114.064781,Condominium/Strata,"$264,900",Single Family,580 sqft,1
1,1 + 0,Apartment,51.043514,-114.076017,Condominium/Strata,"$264,900",Single Family,402 sqft,1
2,2 + 0,Apartment,51.06265,-114.148118,Condominium/Strata,"$264,900",Single Family,1084 sqft,1
1,2 + 0,Apartment,51.066642,-114.128101,Condominium/Strata,"$264,900",Single Family,1023 sqft,1
1,0 + 2,Apartment,51.067693,-114.059044,Condominium/Strata,"$264,900",Single Family,656 sqft,2
1,2 + 1,House,51.076335,-113.941902,Freehold,"$264,900",Single Family,816 sqft,1.5000
2,3 + 0,Row / Townhouse,51.081847,-113.953198,Freehold,"$264,900",Single Family,881 sqft,2
3,2 + 0,Row / Townhouse,51.111923,-113.94362,Condominium/Strata,"$264,900",Single Family,942 sqft,1
2,3 + 0,Row / Townhouse,51.133722,-114.212931,Bare Land Condo,"$264,900",Single Family,1138 sqft,2
3,3 + 0,Row / Townhouse,51.182993,-114.50938,Condominium/Strata,"$264,900",Single Family,1059 sqft,2
3,3 + 0,Duplex,51.18427,-114.511643,Bare Land Condo,"$264,999",Single Family,1210 sqft,2
3,2 + 0,Row / Townhouse,50.884779,-113.951329,Bare Land Condo,"$265,000",Single Family,1124 sqft,2
2,3 + 0,Row / Townhouse,50.922295,-113.959984,Condominium/Strata,"$265,000",Single Family,1059 sqft,2
2,2 + 0,Row / Townhouse,50.923291,-113.982873,Bare Land Condo,"$265,000",Single Family,1302 sqft,2
1,3 + 0,House,50.993017,-114.008828,Freehold,"$265,000",Single Family,969 sqft,1
2,2 + 0,Apartment,51.026166,-114.163016,Condominium/Strata,"$265,000",Single Family,773 sqft,1
2,3 + 0,House,51.04002,-113.398661,Freehold,"$265,000",Single Family,1131 sqft,1
2,2 + 0,Apartment,51.041346,-113.407131,Condominium/Strata,"$265,000",Single Family,1161 sqft,1
1,1 + 0,Apartment,51.052047,-114.0781,Condominium/Strata,"$265,000",Single Family,606 sqft,1
2,2 + 0,Apartment,51.062713,-114.14855,Condominium/Strata,"$265,000",Single Family,985 sqft,1
2,2 + 0,Apartment,51.115772,-114.181205,Condominium/Strata,"$265,000",Single Family,841 sqft,1
3,2 + 0,Row / Townhouse,51.155873,-114.471381,Bare Land Condo,"$265,000",Single Family,1019 sqft,3
2,2 + 0,Row / Townhouse,51.172406,-114.050058,Bare Land Condo,"$265,000",Single Family,1167 sqft,3
2,2 + 0,Apartment,50.897767,-113.938841,Condominium/Strata,"$265,500",Single Family,943 sqft,1
1,2 + 0,Row / Townhouse,50.884614,-114.023829,Condominium/Strata,"$265,900",Single Family,926 sqft,1
2,2 + 0,Apartment,50.898583,-113.938244,Condominium/Strata,"$265,900",Single Family,845 sqft,1
2,2 + 0,Apartment,51.054351,-113.824767,Condominium/Strata,"$265,900",Single Family,841 sqft,1
2,2 + 0,Apartment,51.171913,-114.140565,Condominium/Strata,"$266,153",Single Family,840 sqft,1
3,3 + 1,Duplex,51.105795,-113.952818,Freehold,"$267,000",Single Family,1209 sqft,2
2,2 + 0,Apartment,51.17198,-114.14035,Condominium/Strata,"$267,115",Single Family,836 sqft,1
2,1 + 0,Apartment,50.976898,-114.069287,Condominium/Strata,"$267,900",Single Family,934 sqft,1
2,3 + 0,Row / Townhouse,50.942574,-114.128466,Condominium/Strata,"$268,000",Single Family,1070 sqft,2
2,2 + 0,Row / Townhouse,51.022824,-113.998643,Bare Land Condo,"$268,000",Single Family,784 sqft,1
2,1 + 0,Apartment,51.102119,-114.154659,Condominium/Strata,"$268,000",Single Family,885 sqft,2
2,3 + 0,Duplex,51.132875,-114.074879,Condominium/Strata,"$268,000",Single Family,1286 sqft,2
3,2 + 0,Duplex,50.91608,-114.074663,Condominium/Strata,"$269,000",Single Family,1390 sqft,2
3,2 + 0,Apartment,50.921779,-114.07817,Condominium/Strata,"$269,000",Single Family,1049 sqft,2
2,2 + 0,Apartment,50.932674,-114.016268,Condominium/Strata,"$269,000",Single Family,1040 sqft,1
2,2 + 0,Apartment,51.007782,-114.132298,Condominium/Strata,"$269,000",Single Family,973 sqft,1
1,1 + 0,Apartment,51.0339,-114.068039,Condominium/Strata,"$269,000",Single Family,665 sqft,1
