BathroomTotal,Bedrooms,BuildingType,Latitude,Longitude,OwnershipType,Price,PropertyType,SizeInterior,StoriesTotal
4,4,Row / Townhouse,43.6426853,-79.5920701,Condominium/Strata,"$684,000",Single Family,,2
4,3,Row / Townhouse,43.6534626,-79.7675436,Freehold,"$684,900",Single Family,,2
4,3 + 1,Row / Townhouse,43.7825062,-79.6983234,Freehold,"$684,900",Single Family,,2
3,3,Row / Townhouse,43.7592488,-79.7630528,Freehold,"$685,000",Single Family,,2
3,3 + 1,Row / Townhouse,43.7677382,-79.1761466,Freehold,"$685,000",Single Family,,3
2,2,Apartment,43.8521422,-79.3373219,Condominium/Strata,"$685,000",Single Family,,
2,1 + 1,Apartment,43.6681897,-79.3772518,Condominium/Strata,"$685,000",Single Family,,
3,3 + 1,House,43.7079312,-79.7632718,Freehold,"$685,000",Single Family,,2
2,1 + 1,Apartment,43.6966701,-79.3920888,Condominium/Strata,"$685,000",Single Family,,2
1,1,Apartment,43.6454035,-79.4014137,Condominium/Strata,"$685,000",Single Family,,
2,2 + 1,Apartment,43.8227076,-79.4006916,Condominium/Strata,"$685,800",Single Family,,
4,3 + 1,House,43.8732943,-79.049432,Freehold,"$687,500",Single Family,,2
3,3,House,43.841086,-79.0040865,Freehold,"$688,000",Single Family,,2
2,2,Apartment,43.7580713,-79.4031651,Condominium/Strata,"$688,000",Single Family,,
1,1,Apartment,43.7614611,-79.4098016,Condominium/Strata,"$688,000",Single Family,,
2,2,Apartment,43.7752494,-79.4123273,Condominium/Strata,"$688,000",Single Family,,
2,2 + 1,Apartment,43.7882145,-79.3926356,Condominium/Strata,"$688,000",Single Family,,
1,1 + 1,Apartment,43.6469441,-79.3923973,Condominium/Strata,"$688,000",Single Family,,
2,2 + 1,Apartment,43.6249872,-79.4781665,Condominium/Strata,"$688,000",Single Family,,
2,2 + 1,Row / Townhouse,43.5947971,-79.5340902,Condominium/Strata,"$688,000",Single Family,,2
2,2,Apartment,43.5438776,-79.6640248,Condominium/Strata,"$688,000",Single Family,,
3,3 + 1,Row / Townhouse,43.6933691,-79.8465059,Freehold,"$688,800",Single Family,,3
2,2 + 1,Apartment,43.6227486,-79.481943,Condominium/Strata,"$688,888",Single Family,,
1,1 + 1,Apartment,43.6382103,-79.3913596,Condominium/Strata,"$688,888",Single Family,,
2,2 + 1,Apartment,43.8543256,-79.3405235,Condominium/Strata,"$688,888",Single Family,,
3,2,Row / Townhouse,43.8817974,-79.2247862,Condominium/Strata,"$688,888",Single Family,,3
4,3 + 1,Row / Townhouse,43.7478259,-79.2706286,Condominium/Strata,"$688,900",Single Family,,3
3,3 + 1,House,43.6803272,-79.7642563,Freehold,"$688,900",Single Family,,1
2,2 + 1,House,43.6805949,-79.4938303,Freehold,"$689,000",Single Family,,1
2,3 + 1,House,43.681427,-79.750641,Freehold,"$689,000",Single Family,,1
3,3,Row / Townhouse,43.6932247,-79.8483027,Freehold,"$689,000",Single Family,,2
2,2 + 1,Apartment,43.6984965,-79.5481243,Condominium/Strata,"$689,000",Single Family,,
2,2,Row / Townhouse,43.7157975,-79.281272,Freehold,"$689,000",Single Family,,3
3,3 + 1,Row / Townhouse,43.7284428,-79.7725905,Freehold,"$689,000",Single Family,,3
3,3,Row / Townhouse,43.7288754,-79.7733259,Freehold,"$689,000",Single Family,,3
3,3,Row / Townhouse,43.53729,-79.6712885,Condominium/Strata,"$689,000",Single Family,,2
2,3,House,43.7461594,-79.5388067,Freehold,"$689,000",Single Family,,2
4,3 + 1,House,43.7474685,-79.7658562,Freehold,"$689,000",Single Family,,2
2,2 + 1,Apartment,43.7638825,-79.4105726,Condominium/Strata,"$689,000",Single Family,,
2,2,Apartment,43.7674895,-79.4112192,Condominium/Strata,"$689,000",Single Family,,
2,2,Apartment,43.7748786,-79.4132928,Condominium/Strata,"$689,000",Single Family,,
2,2,Apartment,43.775777,-79.6057168,Condominium/Strata,"$689,000",Single Family,,
2,2,Apartment,43.8007222,-79.3165935,Condominium/Strata,"$689,000",Single Family,,
3,2,Row / Townhouse,43.8738294,-79.74213,Freehold,"$689,000",Single Family,,2
4,4 + 0,Row / Townhouse,43.8753605,-79.1225949,Freehold,"$689,000",Single Family,,3
2,3,House,43.8892357,-79.4282574,Freehold,"$689,000",Single Family,,2
2,2 + 2,House,43.8610868,-79.9974824,Freehold,"$689,000",Single Family,,1.5000
1,1,Apartment,43.6703202,-79.3944332,Condominium/Strata,"$689,888",Single Family,,
2,1,Apartment,43.657053,-79.381238,Condominium,"$689,900",Single Family,621.0000,
2,1,Apartment,43.659329,-79.3826747,Condominium/Strata,"$689,900",Single Family,,
3,3 + 1,House,43.7206015,-79.6928527,Freehold,"$689,900",Single Family,,
2,2,Apartment,43.7146689,-79.3545641,Condominium/Strata,"$689,900",Single Family,,
2,2,Apartment,43.7150698,-79.4533013,Condominium/Strata,"$689,900",Single Family,,
2,2 + 1,House,43.6939665,-79.4451076,Freehold,"$689,900",Single Family,,1
1,1 + 1,Apartment,43.7070978,-79.3950796,Condominium/Strata,"$689,900",Single Family,,
2,2 + 3,House,43.7047702,-79.2662483,Freehold,"$689,900",Single Family,,1
3,2,Row / Townhouse,43.5481357,-79.7181616,Condominium/Strata,"$689,900",Single Family,,
2,3,House,43.5644921,-79.7633156,Freehold,"$689,900",Single Family,,2
1,1 + 1,Apartment,43.6393203,-79.3857232,Condominium/Strata,"$689,900",Single Family,,
2,2,Apartment,43.6307137,-79.4746476,Condominium/Strata,"$689,900",Single Family,,
2,2,Apartment,43.8330588,-79.5324241,Condominium/Strata,"$689,900",Single Family,,
4,4,Row / Townhouse,43.8753887,-79.1224671,Freehold,"$689,900",Single Family,,3
3,3,Row / Townhouse,43.881694,-79.086617,Freehold,"$689,900",Single Family,,2
3,4,House,43.8985112,-78.7113416,Freehold,"$689,900",Single Family,,2
2,2,Apartment,43.7832781,-79.5980736,Condominium/Strata,"$689,900",Single Family,,
3,4,Row / Townhouse,43.7863797,-79.2915349,Condominium/Strata,"$689,900",Single Family,,3
2,2,Apartment,43.7859427,-79.5992115,Condominium/Strata,"$689,900",Single Family,,
2,2,Apartment,43.7721814,-79.4123789,Condominium/Strata,"$689,900",Single Family,,
4,3 + 1,Row / Townhouse,43.7490398,-79.2702727,Condominium/Strata,"$689,900",Single Family,,3
2,3,House,43.7404566,-79.5047252,Freehold,"$689,900",Single Family,,2
4,3 + 1,Row / Townhouse,43.7528297,-79.7813623,Freehold,"$689,999",Single Family,,2
3,3,Row / Townhouse,43.521215,-79.856828,Freehold,"$689,999",Single Family,,2
3,3,Row / Townhouse,43.521211,-79.856887,Freehold,"$689,999",Single Family,,2
3,4,House,43.71035,-79.8202323,Freehold,"$690,000",Single Family,,2
2,4,Duplex,43.6586614,-79.9225714,,"$690,000",Single Family,,1
2,3,House,43.6792121,-79.7835503,Freehold,"$690,000",Single Family,,
3,3,Row / Townhouse,43.7886015,-79.1609182,Freehold,"$690,000",Single Family,,3
3,3,Row / Townhouse,43.8889929,-79.4450887,Condominium/Strata,"$690,000",Single Family,,2
2,3 + 2,House,43.835518,-79.004958,Freehold,"$690,000",Single Family,,1
1,1 + 1,Apartment,43.6694425,-79.3846115,Condominium/Strata,"$692,000",Single Family,,
2,3,House,43.64,-79.88,Freehold,"$693,800",Single Family,1100 sqft,
2,3,House,43.6469805,-79.8838671,Freehold,"$693,800",Single Family,,
2,2,Apartment,43.7743252,-79.3460908,Condominium/Strata,"$693,990",Single Family,,
3,3,Row / Townhouse,43.6807201,-79.8413475,Freehold,"$694,000",Single Family,,2
3,3,House,43.6743321,-79.8092969,Freehold,"$694,900",Single Family,,2
3,4 + 1,House,43.7047407,-79.7673454,Freehold,"$694,900",Single Family,,
3,3,House,43.6984545,-79.8354408,Freehold,"$694,900",Single Family,,2
3,3,House,43.698461,-79.835174,Freehold,"$694,900",Single Family,,2
4,3 + 1,Row / Townhouse,43.6989618,-79.8478049,Freehold,"$695,000",Single Family,,3
2,3 + 1,House,43.700258,-79.772383,Freehold,"$695,000",Single Family,,1
2,3,House,43.6762311,-79.7262944,Freehold,"$695,000",Single Family,,
1,1,Apartment,43.6874989,-79.388728,Shares in Co-operative,"$695,000",Single Family,,
4,3,Row / Townhouse,43.7834494,-79.6585776,Freehold,"$695,000",Single Family,,2
2,2,Apartment,43.805323,-79.435885,Condominium/Strata,"$695,000",Single Family,,
2,2,Apartment,43.8081946,-79.4552858,Condominium/Strata,"$695,000",Single Family,,
3,3,House,43.8336459,-79.12546,Freehold,"$695,000",Single Family,,2
2,3,Apartment,43.8604998,-79.4330795,Condominium/Strata,"$695,000",Single Family,,
2,2 + 1,Apartment,43.61537,-79.595161,Condominium/Strata,"$695,001",Single Family,,
3,3 + 1,House,43.821504,-79.2105057,Freehold,"$697,000",Single Family,,2
2,1 + 1,Apartment,43.795786,-79.5204672,Condominium/Strata,"$698,000",Single Family,,
2,2 + 1,Apartment,43.7787649,-79.417903,Condominium/Strata,"$698,000",Single Family,,
2,2,Apartment,43.7715662,-79.4120987,Condominium/Strata,"$698,000",Single Family,,
2,2 + 1,House,43.840807,-79.115234,Freehold,"$698,000",Single Family,,1
3,4,House,43.8823229,-79.0463772,Freehold,"$698,000",Single Family,,2
1,1 + 1,Apartment,43.6492612,-79.3757259,Condominium/Strata,"$698,000",Single Family,,
2,3,Apartment,43.593603,-79.6332757,Condominium/Strata,"$698,000",Single Family,,
2,2,Apartment,43.6853968,-79.3135648,Condominium/Strata,"$698,000",Single Family,,
3,3,House,43.6767371,-79.7335246,Freehold,"$698,000",Single Family,,2
3,3,House,43.6898512,-79.8383513,Freehold,"$698,000",Single Family,,2
2,2 + 1,Apartment,43.7115287,-79.3916203,Condominium/Strata,"$698,000",Single Family,,
5,4 + 1,House,43.672369,-79.820851,Freehold,"$698,800",Single Family,,2
2,3 + 1,House,43.534959,-79.683478,Freehold,"$698,800",Single Family,,2
1,1 + 1,Apartment,43.6428849,-79.3806168,Condominium/Strata,"$698,800",Single Family,,
1,1,Apartment,43.6410867,-79.3814047,Condominium/Strata,"$698,800",Single Family,,
2,2 + 1,Apartment,43.8007222,-79.3165935,Condominium/Strata,"$698,888",Single Family,,
2,2 + 1,Apartment,43.7801717,-79.4182494,Condominium/Strata,"$699,000",Single Family,,
4,3 + 1,Row / Townhouse,43.7822986,-79.6976322,Freehold,"$699,000",Single Family,,2
1,3,House,43.7765887,-79.2929212,Freehold,"$699,000",Single Family,,1
2,2,Apartment,43.777401,-79.4155725,Condominium/Strata,"$699,000",Single Family,,
2,3 + 3,House,43.7671087,-79.3282347,Freehold,"$699,000",Single Family,,1
2,4,House,43.7686027,-79.526649,Freehold,"$699,000",Single Family,,
2,2,Apartment,43.7649329,-79.4105605,Condominium/Strata,"$699,000",Single Family,,
2,3,Apartment,43.762757,-79.3927109,Condominium/Strata,"$699,000",Single Family,,
2,3,Apartment,43.7576023,-79.4380831,Condominium/Strata,"$699,000",Single Family,,
2,2 + 1,Apartment,43.7588999,-79.6885817,Condominium/Strata,"$699,000",Single Family,,
2,1 + 1,Apartment,43.7603042,-79.4116199,Condominium/Strata,"$699,000",Single Family,,
3,2,Apartment,43.7507219411656,-79.4650479225072,Condominium/Strata,"$699,000",Single Family,,2
3,3 + 1,House,43.7509309,-79.7448398,Freehold,"$699,000",Single Family,,2
2,3 + 1,House,43.7509735,-79.4907988,Freehold,"$699,000",Single Family,,1
3,3,Row / Townhouse,43.7465442,-79.7822587,Condominium/Strata,"$699,000",Single Family,,
4,3 + 1,Row / Townhouse,43.7458436,-79.7803523,Condominium/Strata,"$699,000",Single Family,,
2,4,House,43.7407168,-79.2214886,Freehold,"$699,000",Single Family,,2
3,3 + 1,House,43.7413957,-79.7613445,Freehold,"$699,000",Single Family,,2
3,3,Row / Townhouse,43.7434898,-79.4904143,Condominium/Strata,"$699,000",Single Family,,3
2,4,House,43.7435521,-79.7442155,Freehold,"$699,000",Single Family,,
4,3 + 1,House,43.7378315,-79.7637099,Freehold,"$699,000",Single Family,,2
4,4,Row / Townhouse,43.881015,-79.441774,Condominium/Strata,"$699,000",Single Family,,3
3,3,Row / Townhouse,43.8776831,-79.2617689,Freehold,"$699,000",Single Family,,3
1,3,House,43.8900401,-78.8923398,Freehold,"$699,000",Single Family,,1
1,2,House,43.8833467,-78.8386943,Freehold,"$699,000",Single Family,,1.5000
3,4,House,43.8867421,-78.7992838,Freehold,"$699,000",Single Family,,2
3,4,House,43.8924809,-78.6601346,Freehold,"$699,000",Single Family,,2
3,4,House,43.8939155,-78.6575563,Freehold,"$699,000",Single Family,,2
2,2 + 1,Apartment,43.8435161,-79.4263941,Condominium/Strata,"$699,000",Single Family,,
4,3,Row / Townhouse,43.8449436,-79.0070185,Freehold,"$699,000",Single Family,,2
2,3,House,43.846691,-79.0784295,Freehold,"$699,000",Single Family,,1.5000
4,4 + 1,House,43.834176,-79.0027473,,"$699,000",Single Family,,2
3,3,House,43.8353735,-78.9981017,Freehold,"$699,000",Single Family,,2
2,2,Apartment,43.8330588,-79.5324241,Condominium/Strata,"$699,000",Single Family,,
3,3,Row / Townhouse,43.8330158,-79.1434659,Freehold,"$699,000",Single Family,,3
2,2,Apartment,43.833122,-79.5313252,Condominium/Strata,"$699,000",Single Family,,
2,4,House,43.827207,-79.008488,Freehold,"$699,000",Single Family,,
2,3,Apartment,43.859464,-79.4322987,Condominium/Strata,"$699,000",Single Family,,
2,2,Apartment,43.8566818,-79.3278756,Condominium/Strata,"$699,000",Single Family,,
2,3,Row / Townhouse,43.8622687,-79.0267773,Condominium/Strata,"$699,000",Single Family,,3
3,0,House,43.6402235748247,-80.0540828722296,Freehold,"$699,000",Single Family,,
1,1,Apartment,43.6414576,-79.3996029,Condominium/Strata,"$699,000",Single Family,,2
1,1 + 1,Apartment,43.6422784,-79.3827611,Condominium/Strata,"$699,000",Single Family,,
2,2,Apartment,43.6454035,-79.4014137,Condominium/Strata,"$699,000",Single Family,,
2,1 + 1,Apartment,43.6457745,-79.394652,Condominium/Strata,"$699,000",Single Family,,
2,3,House,43.6458105,-79.8640929,Freehold,"$699,000",Single Family,,1.5000
2,1 + 1,Apartment,43.6448686,-79.4144518,Condominium/Strata,"$699,000",Single Family,,
2,2,Apartment,43.6519874,-79.3894441,Condominium/Strata,"$699,000",Single Family,,
1,1 + 1,Apartment,43.6468809,-79.3748981,Condominium/Strata,"$699,000",Single Family,,
2,3,House,43.645796,-79.864068,Freehold,"$699,000",Single Family,,1.5000
2,2,Apartment,43.6476244,-79.3968608,Condominium/Strata,"$699,000",Single Family,,
2,2,Apartment,43.6227486,-79.481943,Condominium/Strata,"$699,000",Single Family,,
2,2 + 1,Apartment,43.6255451,-79.4787462,Condominium/Strata,"$699,000",Single Family,,
3,0,House,43.639898,-80.054655,Freehold,"$699,000",Single Family,2074 sqft,
3,3,Row / Townhouse,43.5613705,-79.7352897,Condominium/Strata,"$699,000",Single Family,,
3,3,Row / Townhouse,43.562562,-79.735992,Condominium,"$699,000",Single Family,1305 sqft,2
2,3 + 2,House,43.5490351,-79.6131021,Freehold,"$699,000",Single Family,,1
2,2,Apartment,43.590773,-79.634492,Condominium,"$699,000",Single Family,1592 sqft,
2,2 + 1,Apartment,43.5907771,-79.6340031,Condominium/Strata,"$699,000",Single Family,,
2,3,House,43.5996662,-79.6355387,Freehold,"$699,000",Single Family,,2
2,2 + 1,Apartment,43.6039972,-79.6506491,Condominium/Strata,"$699,000",Single Family,,
2,2 + 1,Apartment,43.6032888,-79.6507147,Condominium/Strata,"$699,000",Single Family,,
2,3,Apartment,43.6041129,-79.6522742,Condominium/Strata,"$699,000",Single Family,,
2,2 + 1,Apartment,43.6733838,-79.4067964,Condominium/Strata,"$699,000",Single Family,,
1,1,Apartment,43.6733205,-79.3894795,Condominium/Strata,"$699,000",Single Family,,
3,4,House,43.6802649,-79.3886292,Freehold,"$699,000",Single Family,,2.5000
1,1,Apartment,43.6694507,-79.3874705,Condominium/Strata,"$699,000",Single Family,,
1,1,Apartment,43.6695496,-79.3837757,Condominium/Strata,"$699,000",Single Family,,
2,1 + 1,Apartment,43.6676969,-79.3770714,Condominium/Strata,"$699,000",Single Family,,
1,1 + 1,Apartment,43.6579715,-79.3497323,Condominium/Strata,"$699,000",Single Family,,
2,2,Apartment,43.6598236,-79.3627273,Condominium/Strata,"$699,000",Single Family,,
3,3 + 2,House,43.6555051,-79.9154441,Freehold,"$699,000",Single Family,,1
1,1 + 1,Apartment,43.6535246,-79.3792385,Condominium/Strata,"$699,000",Single Family,,
3,3 + 1,House,43.7102226,-79.7632592,Freehold,"$699,000",Single Family,,
3,3,House,43.7205028,-79.7777695,Freehold,"$699,000",Single Family,,2
4,3 + 1,House,43.7208933,-79.6956582,Freehold,"$699,000",Single Family,,2
1,2 + 2,House,43.7217351,-79.5674778,Freehold,"$699,000",Single Family,,1
4,3 + 1,Row / Townhouse,43.718179,-79.828562,Freehold,"$699,000",Single Family,,2
2,3 + 2,House,43.7329846,-79.2264603,Freehold,"$699,000",Single Family,,1.5000
3,3,Row / Townhouse,43.7315479,-79.7624177,Freehold,"$699,000",Single Family,,3
3,3,House,43.6925829,-79.2771771,Freehold,"$699,000",Single Family,,3
2,2 + 1,House,43.6982883,-79.2807242,Freehold,"$699,000",Single Family,,1
3,4,House,43.7014656,-79.8593613,Freehold,"$699,000",Single Family,,2
2,4 + 1,House,43.7084095,-79.5061309,Freehold,"$699,000",Single Family,,1.5000
3,3,House,43.710056,-79.7013489,Freehold,"$699,000",Single Family,,
3,3,Row / Townhouse,43.6537693,-79.9338464,Freehold,"$699,800",Single Family,,3
2,2,Apartment,43.6214794,-79.483972,Condominium/Strata,"$699,800",Single Family,,
4,3,Row / Townhouse,43.89683,-79.2664989,Freehold,"$699,800",Single Family,,3
3,4,House,43.8996901,-79.7347356,Freehold,"$699,800",Single Family,,2
3,3,Row / Townhouse,43.8765813,-79.0930305,Freehold,"$699,800",Single Family,,3
3,3,Row / Townhouse,43.8774657,-79.2317537,Condominium/Strata,"$699,888",Single Family,,
2,2,Apartment,43.7925713,-79.352099,Condominium/Strata,"$699,888",Single Family,,
4,3,Row / Townhouse,43.7747951,-79.6547665,Freehold,"$699,900",Single Family,,2
3,3,House,43.7377467,-79.7297562,Freehold,"$699,900",Single Family,,1
2,4,House,43.7426992,-79.720466,Freehold,"$699,900",Single Family,,
3,3 + 2,House,43.740954,-79.7458656,Freehold,"$699,900",Single Family,,1
3,4,House,43.7477266,-79.771594,Freehold,"$699,900",Single Family,,2
3,3 + 1,Row / Townhouse,43.753528,-79.8176294,Freehold,"$699,900",Single Family,,2
4,3 + 1,House,43.751231,-79.747463,Freehold,"$699,900",Single Family,,2
2,3,House,43.7670976,-79.2084345,Freehold,"$699,900",Single Family,,
3,3,House,43.772306,-79.7608334,Freehold,"$699,900",Single Family,,2
3,3 + 1,Row / Townhouse,43.8812653,-79.2223428,Freehold,"$699,900",Single Family,,3
2,4 + 1,House,43.8760953,-79.740579,Freehold,"$699,900",Single Family,,2
4,3,House,43.8761608,-78.9034733,Freehold,"$699,900",Single Family,,2
1,3,House,43.8882455,-79.1555369,Freehold,"$699,900",Single Family,,1.5000
3,4,House,43.885324,-79.0110641,Freehold,"$699,900",Single Family,,2
3,3,House,43.8993512,-80.1273089,Freehold,"$699,900",Single Family,,
2,2,Apartment,43.8972366,-79.2663508,Condominium/Strata,"$699,900",Single Family,,
4,3 + 3,House,43.8979536,-80.1235574,Freehold,"$699,900",Single Family,,
3,3,Row / Townhouse,43.8629266,-79.0267177,Freehold,"$699,900",Single Family,,3
4,4,House,43.8698634,-78.9620334,Freehold,"$699,900",Single Family,,2
4,3 + 1,House,43.8548565,-79.0756944,Freehold,"$699,900",Single Family,,3
3,3 + 1,House,43.8517641,-79.0388812,Freehold,"$699,900",Single Family,,2
2,3,Row / Townhouse,43.826989,-79.141446,Freehold,"$699,900",Single Family,,3
3,3,Row / Townhouse,43.832997,-79.1444262,Freehold,"$699,900",Single Family,,2
2,4 + 1,House,43.8503814,-79.0181295,Freehold,"$699,900",Single Family,,2
3,3,House,43.617144,-80.131654,Freehold,"$699,900",Single Family,2220 sqft,2
4,3,House,43.6187498,-79.6641454,Freehold,"$699,900",Single Family,,2
3,3,House,43.6170851,-80.1318548,Freehold,"$699,900",Single Family,,2
1,2,Apartment,43.6383993,-79.4144482,Condominium/Strata,"$699,900",Single Family,,
2,2 + 1,Apartment,43.6368883,-79.4730826,Condominium/Strata,"$699,900",Single Family,,
2,3 + 2,House,43.6483056,-79.9081433,Freehold,"$699,900",Single Family,,1
2,3 + 2,House,43.648422,-79.907954,Freehold,"$699,900",Single Family,1300 sqft,1
1,1 + 1,Apartment,43.6507584,-79.3696212,Condominium/Strata,"$699,900",Single Family,,
1,1 + 1,Apartment,43.6524331,-79.3888604,Condominium/Strata,"$699,900",Single Family,,
2,1 + 1,Apartment,43.6495164,-79.3879544,Condominium/Strata,"$699,900",Single Family,,
1,1 + 1,Apartment,43.6428614,-79.380732,Condominium/Strata,"$699,900",Single Family,,
1,1 + 1,Apartment,43.6428332,-79.3767991,Condominium/Strata,"$699,900",Single Family,,
2,4,House,43.5922202,-79.5406061,Freehold,"$699,900",Single Family,,1
3,2 + 1,Apartment,43.5956726128893,-79.6332600428528,Condominium/Strata,"$699,900",Single Family,,
3,3,Row / Townhouse,43.568927,-79.742292,Condominium/Strata,"$699,900",Single Family,,2
3,3 + 1,Row / Townhouse,43.5597328,-79.7417964,Condominium/Strata,"$699,900",Single Family,,3
2,2,House,43.5178926,-79.886335,Freehold,"$699,900",Single Family,,1
2,2,House,43.517089,-79.887712,Freehold,"$699,900",Single Family,,1
1,2,Apartment,43.6553616,-79.353782,Condominium/Strata,"$699,900",Single Family,,
3,3 + 1,House,43.6596161,-79.7640603,Freehold,"$699,900",Single Family,,2
1,1 + 1,Apartment,43.6655963,-79.3825376,Condominium/Strata,"$699,900",Single Family,,
2,3 + 1,House,43.6769435,-79.4593686,Freehold,"$699,900",Single Family,,2
3,3,House,43.6775488,-79.8036239,Freehold,"$699,900",Single Family,,2
1,2 + 1,House,43.7098712,-79.2900592,Freehold,"$699,900",Single Family,,1
1,1 + 1,Apartment,43.7070228,-79.3941303,Condominium/Strata,"$699,900",Single Family,,
4,3 + 1,House,43.7066005,-79.7814044,Freehold,"$699,900",Single Family,,2
1,1,Apartment,43.7060203,-79.3979253,Condominium/Strata,"$699,900",Single Family,,
2,3 + 1,House,43.703969,-79.745567,Freehold,"$699,900",Single Family,,1
3,3,House,43.7041272,-79.8240058,Freehold,"$699,900",Single Family,,1
4,3 + 1,House,43.698071,-79.781867,Freehold,"$699,900",Single Family,,2
3,3 + 1,House,43.6920633,-79.8208228,Freehold,"$699,900",Single Family,,2
2,2 + 1,House,43.6900276,-79.7883674,Freehold,"$699,900",Single Family,,1
3,3 + 2,House,43.6891486,-79.7455849,Freehold,"$699,900",Single Family,,1
2,3 + 2,House,43.7247883,-79.6494438,Freehold,"$699,900",Single Family,,1
3,4 + 1,House,43.7193593,-79.7022817,Freehold,"$699,900",Single Family,,2
3,4 + 1,House,43.7218114,-79.6499843,Freehold,"$699,900",Single Family,,2
2,3 + 3,House,43.711576,-79.7531528,Freehold,"$699,900",Single Family,,
1,1,Apartment,43.6686563,-79.3953538,Condominium/Strata,"$699,990",Single Family,,
2,2,Apartment,43.6255451,-79.4787462,Condominium/Strata,"$699,990",Single Family,,
3,4,House,43.8885329,-78.7951881,Freehold,"$699,990",Single Family,,2
4,3 + 1,House,43.8882855,-78.7992079,Freehold,"$699,999",Single Family,,2
3,3,House,43.8943447,-79.0094301,Freehold,"$699,999",Single Family,,2
4,3 + 2,House,43.8684343,-79.032724,Freehold,"$699,999",Single Family,,2
2,3,Row / Townhouse,43.7805996,-79.3661689,Condominium/Strata,"$699,999",Single Family,,2
1,1 + 1,Apartment,43.6521363,-79.3714833,Condominium/Strata,"$699,999",Single Family,,
1,1,House,43.6759032,-79.3224933,Freehold,"$699,999",Single Family,,1
3,3,House,43.682451,-79.798424,Freehold,"$699,999",Single Family,,2
3,3 + 1,House,43.6875214,-79.77443,Freehold,"$699,999",Single Family,,1.5000
1,1 + 1,Apartment,43.7115868,-79.3953911,Condominium/Strata,"$699,999",Single Family,,
1,3,House,43.7138886,-79.6553199,Freehold,"$699,999",Single Family,,1
3,3,Row / Townhouse,43.622468,-79.6490483,Freehold,"$700,000",Single Family,,2
3,3,Row / Townhouse,43.54068,-79.5985388,Condominium/Strata,"$700,000",Single Family,,2
3,3,Row / Townhouse,43.540643,-79.598538,Condominium,"$700,000",Single Family,,2
2,2 + 2,Apartment,43.8529365452667,-79.3367297300009,Condominium/Strata,"$700,000",Single Family,,
3,3,House,43.8331239,-79.1334873,Freehold,"$700,000",Single Family,,2
1,1 + 1,Apartment,43.6237761,-79.4799347,Condominium/Strata,"$701,000",Single Family,,
1,1 + 1,Apartment,43.6524331,-79.3888604,Condominium/Strata,"$702,000",Single Family,,
2,2 + 1,Apartment,43.6969107,-79.4430945,Condominium/Strata,"$706,000",Single Family,,
1,1,Apartment,43.660249,-79.3428952,Condominium/Strata,"$706,900",Single Family,,
3,3,House,43.5301613,-79.8368027,Freehold,"$707,000",Single Family,,
3,3,House,43.52996,-79.836689,Freehold,"$707,000",Single Family,1452.0000,2
2,2,Apartment,43.7681506,-79.3907913,Condominium/Strata,"$708,000",Single Family,,
2,2 + 1,Apartment,43.7655635,-79.4108921,Condominium/Strata,"$708,000",Single Family,,
1,1,House,43.8928272,-78.8738822,Freehold,"$708,888",Single Family,,1
3,3,Row / Townhouse,43.8773232,-79.0660389,Freehold,"$709,000",Single Family,,2
3,3 + 2,Row / Townhouse,43.7963068,-79.2364393,Condominium/Strata,"$709,000",Single Family,,2
2,3 + 1,House,43.8220399,-79.019675,Freehold,"$709,000",Single Family,,1
2,1 + 1,Apartment,43.6596027,-79.3847838,Condominium/Strata,"$709,000",Single Family,,
1,1 + 1,Apartment,43.6618822,-79.3841302,Condominium/Strata,"$709,000",Single Family,,
4,2 + 1,Row / Townhouse,43.6754281,-79.4688819,Condominium/Strata,"$709,000",Single Family,,2
2,3,Row / Townhouse,43.6740345,-79.4625325,Condominium/Strata,"$709,900",Single Family,,
2,3 + 1,House,43.5172759,-79.6731759,Freehold,"$709,900",Single Family,,2
3,4,House,43.5162147,-79.8493906,Freehold,"$709,900",Single Family,,2
4,3 + 1,House,43.8882654,-78.9620776,,"$709,900",Single Family,,2
2,3 + 1,Row / Townhouse,43.8510954,-79.4306205,Condominium/Strata,"$709,900",Single Family,,2
4,4 + 2,House,43.8979293,-78.7018027,Freehold,"$709,990",Single Family,,2
2,2 + 1,Row / Townhouse,43.6506452,-79.5669262,Condominium/Strata,"$709,999",Single Family,,3
3,3,House,43.6808543,-79.8083884,Freehold,"$710,000",Single Family,,2
1,3,House,43.7147043946934,-79.6545943211527,Freehold,"$710,000",Single Family,,1
3,3,Row / Townhouse,43.7315479,-79.7624177,Freehold,"$710,000",Single Family,,3
3,3 + 2,House,43.7329899,-79.6009222,Freehold,"$710,000",Single Family,,2
2,3,House,43.8898497,-78.6615255,Freehold,"$710,000",Single Family,,1.5000
2,2 + 1,Apartment,43.833122,-79.5313252,Condominium/Strata,"$710,000",Single Family,,
2,2,Apartment,43.831788,-79.5319789,Condominium/Strata,"$710,000",Single Family,,
3,4 + 1,House,43.7447365,-79.7283448,Freehold,"$714,000",Single Family,,2
2,2 + 1,Apartment,43.767444,-79.3712468,Condominium/Strata,"$714,900",Single Family,,
2,2,Apartment,43.6706912,-79.4783546,Condominium/Strata,"$714,990",Single Family,,
2,1 + 1,Apartment,43.6523308,-79.3560136,Condominium/Strata,"$715,000",Single Family,,
